COUNTY,CNTYNAME,DISTRICT,DISTNAME,CHARTER_STATUS,CRISIS_IND,CRISISX_L,STUDENTS
123,JEFFERSON COUNTY,123905,NEDERLAND ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",125
123,JEFFERSON COUNTY,123905,NEDERLAND ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",150
123,JEFFERSON COUNTY,123907,PORT ARTHUR ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
123,JEFFERSON COUNTY,123907,PORT ARTHUR ISD,TRADITIONAL ISD/CSD,5B,"STUD ENRLD IN HARVEY IMPACTED LEA, ENRLD IN ANOTHER CAMPUS OF THE LEA 17-18",19
123,JEFFERSON COUNTY,123907,PORT ARTHUR ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",2834
123,JEFFERSON COUNTY,123908,PORT NECHES-GROVES ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",77
123,JEFFERSON COUNTY,123908,PORT NECHES-GROVES ISD,TRADITIONAL ISD/CSD,5B,"STUD ENRLD IN HARVEY IMPACTED LEA, ENRLD IN ANOTHER CAMPUS OF THE LEA 17-18",-999
123,JEFFERSON COUNTY,123908,PORT NECHES-GROVES ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",420
123,JEFFERSON COUNTY,123910,BEAUMONT ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",81
123,JEFFERSON COUNTY,123910,BEAUMONT ISD,TRADITIONAL ISD/CSD,5B,"STUD ENRLD IN HARVEY IMPACTED LEA, ENRLD IN ANOTHER CAMPUS OF THE LEA 17-18",130
123,JEFFERSON COUNTY,123910,BEAUMONT ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",372
123,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
123,JEFFERSON COUNTY,123913,SABINE PASS ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",134
123,JEFFERSON COUNTY,123914,HAMSHIRE-FANNETT ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
123,JEFFERSON COUNTY,123914,HAMSHIRE-FANNETT ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",388
124,JIM HOGG COUNTY,124901,JIM HOGG COUNTY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
125,JIM WELLS COUNTY,125901,ALICE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",11
125,JIM WELLS COUNTY,125903,ORANGE GROVE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
126,JOHNSON COUNTY,126901,ALVARADO ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
126,JOHNSON COUNTY,126902,BURLESON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
126,JOHNSON COUNTY,126903,CLEBURNE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
126,JOHNSON COUNTY,126904,GRANDVIEW ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
126,JOHNSON COUNTY,126905,JOSHUA ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
126,JOHNSON COUNTY,126908,VENUS ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
126,JOHNSON COUNTY,126911,GODLEY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
127,JONES COUNTY,127901,ANSON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
127,JONES COUNTY,127906,STAMFORD ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
128,KARNES COUNTY,128902,KENEDY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",11
128,KARNES COUNTY,128903,RUNGE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
128,KARNES COUNTY,128904,FALLS CITY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
129,KAUFMAN COUNTY,129901,CRANDALL ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
129,KAUFMAN COUNTY,129904,KEMP ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
129,KAUFMAN COUNTY,129905,MABANK ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
130,KENDALL COUNTY,130901,BOERNE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
133,KERR COUNTY,133901,CENTER POINT ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
133,KERR COUNTY,133903,KERRVILLE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",12
133,KERR COUNTY,133904,INGRAM ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
137,KLEBERG COUNTY,137901,KINGSVILLE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",23
137,KLEBERG COUNTY,137902,RICARDO ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
137,KLEBERG COUNTY,137903,RIVIERA ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
139,LAMAR COUNTY,139905,CHISUM ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
139,LAMAR COUNTY,139909,PARIS ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
139,LAMAR COUNTY,139911,NORTH LAMAR ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
141,LAMPASAS COUNTY,141901,LAMPASAS ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
142,LA SALLE COUNTY,142901,COTULLA ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
143,LAVACA COUNTY,143903,SHINER ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
143,LAVACA COUNTY,143905,SWEET HOME ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
143,LAVACA COUNTY,143906,EZZELL ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",-999
144,LEE COUNTY,144901,GIDDINGS ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",-999
144,LEE COUNTY,144902,LEXINGTON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
145,LEON COUNTY,145901,BUFFALO ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
145,LEON COUNTY,145902,CENTERVILLE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
146,LIBERTY COUNTY,146901,CLEVELAND ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",18
146,LIBERTY COUNTY,146901,CLEVELAND ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",23
146,LIBERTY COUNTY,146902,DAYTON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",50
146,LIBERTY COUNTY,146902,DAYTON ISD,TRADITIONAL ISD/CSD,5B,"STUD ENRLD IN HARVEY IMPACTED LEA, ENRLD IN ANOTHER CAMPUS OF THE LEA 17-18",-999
146,LIBERTY COUNTY,146902,DAYTON ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",981
146,LIBERTY COUNTY,146903,DEVERS ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
146,LIBERTY COUNTY,146903,DEVERS ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",14
146,LIBERTY COUNTY,146904,HARDIN ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
146,LIBERTY COUNTY,146904,HARDIN ISD,TRADITIONAL ISD/CSD,5B,"STUD ENRLD IN HARVEY IMPACTED LEA, ENRLD IN ANOTHER CAMPUS OF THE LEA 17-18",-999
146,LIBERTY COUNTY,146904,HARDIN ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",14
146,LIBERTY COUNTY,146905,HULL-DAISETTA ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
146,LIBERTY COUNTY,146905,HULL-DAISETTA ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",80
146,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",16
146,LIBERTY COUNTY,146906,LIBERTY ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",16
146,LIBERTY COUNTY,146907,TARKINGTON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",19
146,LIBERTY COUNTY,146907,TARKINGTON ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",-999
147,LIMESTONE COUNTY,147902,GROESBECK ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
149,LIVE OAK COUNTY,149901,GEORGE WEST ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
152,LUBBOCK COUNTY,152901,LUBBOCK ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
152,LUBBOCK COUNTY,152906,LUBBOCK-COOPER ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
152,LUBBOCK COUNTY,152907,FRENSHIP ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
153,LYNN COUNTY,153903,O'DONNELL ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
153,LYNN COUNTY,153904,TAHOKA ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
154,MADISON COUNTY,154901,MADISONVILLE CISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",14
155,MARION COUNTY,155901,JEFFERSON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
156,MARTIN COUNTY,156902,STANTON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
158,MATAGORDA COUNTY,158901,BAY CITY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",15
158,MATAGORDA COUNTY,158901,BAY CITY ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",-999
158,MATAGORDA COUNTY,158902,TIDEHAVEN ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
158,MATAGORDA COUNTY,158905,PALACIOS ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
158,MATAGORDA COUNTY,158906,VAN VLECK ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
159,MAVERICK COUNTY,159901,EAGLE PASS ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",11
160,MCCULLOCH COUNTY,160901,BRADY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",10
161,MCLENNAN COUNTY,161801,WACO CHARTER SCHOOL,OPEN ENROLLMENT CHARTER,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
161,MCLENNAN COUNTY,161903,MIDWAY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
161,MCLENNAN COUNTY,161906,LA VEGA ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
161,MCLENNAN COUNTY,161907,LORENA ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
161,MCLENNAN COUNTY,161914,WACO ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",15
161,MCLENNAN COUNTY,161916,WEST ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
161,MCLENNAN COUNTY,161918,AXTELL ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
161,MCLENNAN COUNTY,161920,CHINA SPRING ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
161,MCLENNAN COUNTY,161925,GHOLSON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
162,MCMULLEN COUNTY,162904,MCMULLEN COUNTY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
163,MEDINA COUNTY,163903,NATALIA ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
163,MEDINA COUNTY,163908,MEDINA VALLEY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
165,MIDLAND COUNTY,165901,MIDLAND ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",14
166,MILAM COUNTY,166901,CAMERON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
166,MILAM COUNTY,166904,ROCKDALE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
166,MILAM COUNTY,166905,THORNDALE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
168,MITCHELL COUNTY,168902,LORAINE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
170,MONTGOMERY COUNTY,170801,TEXAS SERENITY ACADEMY,OPEN ENROLLMENT CHARTER,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",14
170,MONTGOMERY COUNTY,170801,TEXAS SERENITY ACADEMY,OPEN ENROLLMENT CHARTER,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",29
170,MONTGOMERY COUNTY,170902,CONROE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",132
170,MONTGOMERY COUNTY,170902,CONROE ISD,TRADITIONAL ISD/CSD,5B,"STUD ENRLD IN HARVEY IMPACTED LEA, ENRLD IN ANOTHER CAMPUS OF THE LEA 17-18",39
170,MONTGOMERY COUNTY,170902,CONROE ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",445
170,MONTGOMERY COUNTY,170903,MONTGOMERY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",17
170,MONTGOMERY COUNTY,170903,MONTGOMERY ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",-999
170,MONTGOMERY COUNTY,170904,WILLIS ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",31
170,MONTGOMERY COUNTY,170904,WILLIS ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",-999
170,MONTGOMERY COUNTY,170906,MAGNOLIA ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",43
170,MONTGOMERY COUNTY,170906,MAGNOLIA ISD,TRADITIONAL ISD/CSD,5B,"STUD ENRLD IN HARVEY IMPACTED LEA, ENRLD IN ANOTHER CAMPUS OF THE LEA 17-18",-999
170,MONTGOMERY COUNTY,170906,MAGNOLIA ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",21
170,MONTGOMERY COUNTY,170907,SPLENDORA ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",28
170,MONTGOMERY COUNTY,170907,SPLENDORA ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",137
170,MONTGOMERY COUNTY,170908,NEW CANEY ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",133
170,MONTGOMERY COUNTY,170908,NEW CANEY ISD,TRADITIONAL ISD/CSD,5B,"STUD ENRLD IN HARVEY IMPACTED LEA, ENRLD IN ANOTHER CAMPUS OF THE LEA 17-18",-999
170,MONTGOMERY COUNTY,170908,NEW CANEY ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",148
171,MOORE COUNTY,171901,DUMAS ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
172,MORRIS COUNTY,172902,DAINGERFIELD-LONE STAR ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
174,NACOGDOCHES COUNTY,174904,NACOGDOCHES ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",17
175,NAVARRO COUNTY,175903,CORSICANA ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
175,NAVARRO COUNTY,175907,KERENS ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
175,NAVARRO COUNTY,175910,MILDRED ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
176,NEWTON COUNTY,176901,BURKEVILLE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
176,NEWTON COUNTY,176902,NEWTON ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
176,NEWTON COUNTY,176902,NEWTON ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",19
176,NEWTON COUNTY,176903,DEWEYVILLE ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",12
176,NEWTON COUNTY,176903,DEWEYVILLE ISD,TRADITIONAL ISD/CSD,5C,"STUD HOMELESS BECAUSE OF HARVEY, REMAINED ENRLD IN THEIR HOME CAMPUS, 17-18",179
177,NOLAN COUNTY,177902,SWEETWATER ISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
177,NOLAN COUNTY,177903,BLACKWELL CISD,TRADITIONAL ISD/CSD,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
178,NUECES COUNTY,178808,SEASHORE CHARTER SCHOOLS,OPEN ENROLLMENT CHARTER,5A,"STUD ENRLD IN HARVEY IMPACTED LEA, ENROLLED IN A DIFFERENT LEA IN 2017-2018",-999
